"node_id","parent_id","domain","node_type","title_ru","outcome","safety_class","execution_policy","prerequisite_node_ids","source_package_ids","materials_tools_state","instrument_ids","measurement_acceptance","calibration_reference","drawings_bom_state","localization_state","waste_storage","stop_conditions","maintenance_spares","successor_proof","evidence_required","evidence_state","capability_status","release_gate","notes","release_version"
"TD-TRANSPORT-CARRY","TD-TRANSPORT","TRANSPORT","TRAINING","Безопасная переноска груза","Иметь измеримую и проверяемую способность: безопасная переноска груза","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-CART","TD-TRANSPORT","TRANSPORT","TOOL","Ручная тележка и полезная нагрузка","Иметь измеримую и проверяемую способность: ручная тележка и полезная нагрузка","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-BICYCLE","TD-TRANSPORT","TRANSPORT","TOOL","Велосипед и грузовая конфигурация","Иметь измеримую и проверяемую способность: велосипед и грузовая конфигурация","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-VEHICLE","TD-TRANSPORT","TRANSPORT","MATERIAL","Автомобиль; ограничения и эксплуатационный статус","Иметь измеримую и проверяемую способность: автомобиль; ограничения и эксплуатационный статус","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-DRIVER","TD-TRANSPORT","TRANSPORT","TRAINING","Водитель; право; навыки и документы","Иметь измеримую и проверяемую способность: водитель; право; навыки и документы","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-RESTRAINT","TD-TRANSPORT","TRANSPORT","MATERIAL","Удерживающие системы детей; людей и животных","Иметь измеримую и проверяемую способность: удерживающие системы детей; людей и животных","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-RANGE","TD-TRANSPORT","TRANSPORT","TEST","Дальность; запас и точки возврата","Иметь измеримую и проверяемую способность: дальность; запас и точки возврата","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-PAYLOAD","TD-TRANSPORT","TRANSPORT","TEST","Полезная нагрузка и центр тяжести","Иметь измеримую и проверяемую способность: полезная нагрузка и центр тяжести","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-TIRES","TD-TRANSPORT","TRANSPORT","MAINTENANCE","Шины; давление; износ и запас","Иметь измеримую и проверяемую способность: шины; давление; износ и запас","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-BRAKES","TD-TRANSPORT","TRANSPORT","MAINTENANCE","Тормоза и критерий запрета движения","Иметь измеримую и проверяемую способность: тормоза и критерий запрета движения","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-STEERING","TD-TRANSPORT","TRANSPORT","MAINTENANCE","Рулевое и критерий запрета движения","Иметь измеримую и проверяемую способность: рулевое и критерий запрета движения","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-PUMP","TD-TRANSPORT","TRANSPORT","TOOL","Насос; манометр и переходники","Иметь измеримую и проверяемую способность: насос; манометр и переходники","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-JACK","TD-TRANSPORT","TRANSPORT","TOOL","Домкрат; опоры и запрет работы под грузом","Иметь измеримую и проверяемую способность: домкрат; опоры и запрет работы под грузом","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-TOW","TD-TRANSPORT","TRANSPORT","PROCESS","Буксировка; точки крепления и правовая граница","Иметь измеримую и проверяемую способность: буксировка; точки крепления и правовая граница","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-REPAIR","TD-TRANSPORT","TRANSPORT","MAINTENANCE","Ремкомплект и послеремонтная приёмка","Иметь измеримую и проверяемую способность: ремкомплект и послеремонтная приёмка","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-SPARES","TD-TRANSPORT","TRANSPORT","MATERIAL","Запасные части и стандартные интерфейсы","Иметь измеримую и проверяемую способность: запасные части и стандартные интерфейсы","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-ROUTE","TD-TRANSPORT","TRANSPORT","DRAWING","Маршрут; высота; покрытие и сезон","Иметь измеримую и проверяемую способность: маршрут; высота; покрытие и сезон","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-ABANDON","TD-TRANSPORT","TRANSPORT","PROCESS","Abandonment plan и переход на ручную переноску","Иметь измеримую и проверяемую способность: abandonment plan и переход на ручную переноску","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-ANIMAL","TD-TRANSPORT","TRANSPORT","PROCESS","Тягловые животные при наличии; welfare и handler","Иметь измеримую и проверяемую способность: тягловые животные при наличии; welfare и handler","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT-BOAT","TD-TRANSPORT","TRANSPORT","HAZARD_BOUNDARY","Лодка и побережье только при локальной применимости","Иметь измеримую и проверяемую способность: лодка и побережье только при локальной применимости","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","REFERENCE_ONLY_NO_BUILD","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","NO_BUILD_MATERIALS","","Граница распознавания и профессиональный маршрут определены; household execution отсутствует","Official professional references only","NO_BUILD_DRAWINGS","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","BOUNDARY_DEFINED","REFERENCE_ONLY","REFERENCE_ONLY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-TRANSPORT","TD-ROOT","TRANSPORT","OUTCOME","Перемещение людей; грузов и критических ресурсов","Иметь измеримую и проверяемую способность: перемещение людей; грузов и критических ресурсов","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE|TD-TRANSPORT-WALK|TD-TRANSPORT-CARRY|TD-TRANSPORT-CART|TD-TRANSPORT-BICYCLE|TD-TRANSPORT-VEHICLE|TD-TRANSPORT-DRIVER|TD-TRANSPORT-RESTRAINT|TD-TRANSPORT-RANGE|TD-TRANSPORT-PAYLOAD|TD-TRANSPORT-TIRES|TD-TRANSPORT-BRAKES|TD-TRANSPORT-STEERING|TD-TRANSPORT-PUMP|TD-TRANSPORT-JACK|TD-TRANSPORT-TOW|TD-TRANSPORT-REPAIR|TD-TRANSPORT-SPARES|TD-TRANSPORT-ROUTE|TD-TRANSPORT-ABANDON|TD-TRANSPORT-ANIMAL|TD-TRANSPORT-BOAT","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Агрегат: обязательность дочерних узлов определяется technology-dependency-edges.csv","0.5-draft"
"TD-SECURITY-SAFE-DIRECTION","TD-SECURITY","SECURITY","TRAINING","Распознать опасность; уйти; создать дистанцию","Иметь измеримую и проверяемую способность: распознать опасность; уйти; создать дистанцию","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-SECURITY-DEESCALATION","TD-SECURITY","SECURITY","TRAINING","Деэскалация и отказ от самоуправства","Иметь измеримую и проверяемую способность: деэскалация и отказ от самоуправства","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-SECURITY-ACCESS","TD-SECURITY","SECURITY","PROCESS","Механический контроль доступа и ключей","Иметь измеримую и проверяемую способность: механический контроль доступа и ключей","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-SECURITY-VISITORS","TD-SECURITY","SECURITY","GOVERNANCE","Учёт посетителей без незаконного удержания","Иметь измеримую и проверяемую способность: учёт посетителей без незаконного удержания","S1_LOW_RISK_HOUSEHOLD","HOUSEHOLD_S1_AFTER_GATE","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-SECURITY-CHILD","TD-SECURITY","SECURITY","GOVERNANCE","Защита детей и зависимых людей","Иметь измеримую и проверяемую способность: защита детей и зависимых людей","S2_TRAINED_SUPERVISED","TRAINED_SUPERVISED","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
"TD-SECURITY-DV","TD-SECURITY","SECURITY","KNOWLEDGE","Домашнее насилие; конфиденциальный безопасный маршрут","Иметь измеримую и проверяемую способность: домашнее насилие; конфиденциальный безопасный маршрут","S3_LICENSED_PROFESSIONAL","LICENSED_ONLY","TD-BASE-SAFETY|TD-BASE-SITE|TD-BASE-INVENTORY","","MISSING","","До использования задать service level, единицу, объём, срок и критерий приёмки","Точный метод, прибор/reference и неопределённость TBD до исполнения","MISSING_OR_NOT_APPLICABLE","PORTUGAL_AND_SITE_REVIEW_REQUIRED","Потоки, совместимость, хранение и законный маршрут TBD до исполнения","Неизвестная идентичность; отсутствующее полномочие; опасная среда; непроверенный источник; выход за подготовку","Периодичность, расходники, запасные части и failure signs TBD","Другой назначенный участник находит карточку и демонстрирует допустимую часть без устной помощи автора","Профиль; источник; инвентарь; измерения; acceptance log; reviewer; дата","MISSING","MISSING","DENY","Каталожный узел; процедуры и рабочие параметры ещё не созданы","0.5-draft"
