"project_id","domain_id","group_code","title_ru","mode","purpose","prerequisites","inputs_tools","protocol_summary","raw_measurements","units","expected_pattern","success_evidence","repetitions","uncertainty_method","hazards","stop_conditions","waste_disposal","safety_class","supervision","duration_hours","seasonal_window","output_artifact","linked_package_ids","source_binding_state","execution_gate","status","successor_demo","release_version"
"PRJ-166","SCI-ELEC-07","ELEC","Практическая проверка: Микроконтроллеры и интерфейсы","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Микроконтроллеры и интерфейсы».","SCI-ELEC-06|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить считывание безопасного датчика без управления критическим объектом; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","считывание безопасного датчика без управления критическим объектом","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-07/YYYY-MM-DD/","PSP-081|SUP-MDE-029","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-167","SCI-ELEC-08","ELEC","Практическая проверка: Датчики, преобразование и сбор данных","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Датчики, преобразование и сбор данных».","SCI-ELEC-07|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить калибровочная проверка двух точек; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","калибровочная проверка двух точек","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-08/YYYY-MM-DD/","PSP-081|SUP-MDE-029","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-168","SCI-ELEC-09","ELEC","Практическая проверка: Обратная связь, управление и safe-state","SUPERVISED_DEMONSTRATION_ONLY","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Обратная связь, управление и safe-state».","SCI-ELEC-08|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","До допуска: обучение и checklist. Затем только под компетентным надзором выполнить безопасную часть: симуляция или маломощный стенд с ручным отключением. Результат и отклонения подписывает supervisor.","симуляция или маломощный стенд с ручным отключением","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","1","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S2_TRAINED_SUPERVISED","Компетентный инструктор/ответственный специалист присутствует и может немедленно остановить работу.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-09/YYYY-MM-DD/","PSP-081|SUP-MDE-029","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-169","SCI-ELEC-10","ELEC","Практическая проверка: Двигатели, генераторы и привод","SUPERVISED_DEMONSTRATION_ONLY","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Двигатели, генераторы и привод».","SCI-ELEC-09|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","До допуска: обучение и checklist. Затем только под компетентным надзором выполнить безопасную часть: учебный маломощный мотор с ограждением. Результат и отклонения подписывает supervisor.","учебный маломощный мотор с ограждением","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","1","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S2_TRAINED_SUPERVISED","Компетентный инструктор/ответственный специалист присутствует и может немедленно остановить работу.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-10/YYYY-MM-DD/","PSP-065|SUP-PHY-035","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-170","SCI-ELEC-11","ELEC","Практическая проверка: Солнечная фотоэлектрика и низковольтная автономная система","SUPERVISED_DEMONSTRATION_ONLY","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Солнечная фотоэлектрика и низковольтная автономная система».","SCI-ELEC-10|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","До допуска: обучение и checklist. Затем только под компетентным надзором выполнить безопасную часть: энергетический бюджет; монтаж здания — специалист. Результат и отклонения подписывает supervisor.","энергетический бюджет; монтаж здания — специалист","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","1","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S2_TRAINED_SUPERVISED","Компетентный инструктор/ответственный специалист присутствует и может немедленно остановить работу.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-11/YYYY-MM-DD/","PSP-065|SUP-PHY-035","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-171","SCI-ELEC-12","ELEC","Практическая проверка: Батареи, заряд, BMS и пожарный риск","SUPERVISED_DEMONSTRATION_ONLY","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Батареи, заряд, BMS и пожарный риск».","SCI-ELEC-11|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","До допуска: обучение и checklist. Затем только под компетентным надзором выполнить безопасную часть: учёт состояния штатных исправных модулей; разборка запрещена. Результат и отклонения подписывает supervisor.","учёт состояния штатных исправных модулей; разборка запрещена","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","1","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S2_TRAINED_SUPERVISED","Компетентный инструктор/ответственный специалист присутствует и может немедленно остановить работу.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-12/YYYY-MM-DD/","PSP-065|SUP-PHY-035","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-172","SCI-ELEC-13","ELEC","Практическая проверка: Энергетический аудит, ватт-часы и управление нагрузкой","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Энергетический аудит, ватт-часы и управление нагрузкой».","SCI-ELEC-12|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить суточный журнал безопасных потребителей; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","суточный журнал безопасных потребителей","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-13/YYYY-MM-DD/","PSP-065|SUP-PHY-035","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-173","SCI-ELEC-14","ELEC","Практическая проверка: Сеть 230 В, щит, защита и backfeed","DATASET_SIMULATION_OR_PRO_OBSERVATION_ONLY","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Сеть 230 В, щит, защита и backfeed».","SCI-ELEC-13|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","Не выполнять реальную работу. Разобрать утверждённый отчёт, схему, симуляцию или обезличенный набор данных по теме: только распознавание и отключение; работы — лицензированный специалист. Зафиксировать, когда нужен лицензированный специалист.","только распознавание и отключение; работы — лицензированный специалист","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","1","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Самовольная работа может привести к пожару, поражению током, обрушению, утечке, травме или нарушению закона.","STOP до любого физического вмешательства; только лицензированный специалист с действующим scope и площадкой.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S3_LICENSED_PROFESSIONAL","Лицензированный специалист для любой реальной работы; учебный анализ может быть самостоятельным.","2","ANY_SAFE_PERIOD","records/science/SCI-ELEC-14/YYYY-MM-DD/","PSP-093|PSP-118","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-174","SCI-ELEC-15","ELEC","Практическая проверка: Заземление, молниезащита и EMC","DATASET_SIMULATION_OR_PRO_OBSERVATION_ONLY","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Заземление, молниезащита и EMC».","SCI-ELEC-14|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","Не выполнять реальную работу. Разобрать утверждённый отчёт, схему, симуляцию или обезличенный набор данных по теме: чтение проекта/отчёта; измерения установки — специалист. Зафиксировать, когда нужен лицензированный специалист.","чтение проекта/отчёта; измерения установки — специалист","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","1","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Самовольная работа может привести к пожару, поражению током, обрушению, утечке, травме или нарушению закона.","STOP до любого физического вмешательства; только лицензированный специалист с действующим scope и площадкой.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S3_LICENSED_PROFESSIONAL","Лицензированный специалист для любой реальной работы; учебный анализ может быть самостоятельным.","2","ANY_SAFE_PERIOD","records/science/SCI-ELEC-15/YYYY-MM-DD/","PSP-093|PSP-118","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-175","SCI-ELEC-16","ELEC","Практическая проверка: Радиосвязь, спектр и антенны","SUPERVISED_DEMONSTRATION_ONLY","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Радиосвязь, спектр и антенны».","SCI-ELEC-15|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","До допуска: обучение и checklist. Затем только под компетентным надзором выполнить безопасную часть: приём/учебный расчёт; передача только законно и в пределах допуска. Результат и отклонения подписывает supervisor.","приём/учебный расчёт; передача только законно и в пределах допуска","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","1","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S2_TRAINED_SUPERVISED","Компетентный инструктор/ответственный специалист присутствует и может немедленно остановить работу.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-16/YYYY-MM-DD/","PSP-081|PSP-118","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-176","SCI-ELEC-17","ELEC","Практическая проверка: Проводная/беспроводная связь и PACE","LOW_RISK_BENCH_OR_FIELD","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Проводная/беспроводная связь и PACE».","SCI-ELEC-16|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для V/A/Wh/сигнал должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить тест независимых каналов без нарушения спектральных правил; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","тест независимых каналов без нарушения спектральных правил","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","3","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","DESIGN_PLACEHOLDER_NOT_EXECUTABLE: item-specific hazard analysis, материалы, энергия, концентрация, СИЗ и отходы ещё не утверждены.","BLOCKED_BEFORE_START: до точного method/source review запрещено начинать; после review нужны наблюдаемые численные/событийные stop conditions.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S1_LOW_RISK_HOUSEHOLD","S1 допускается только после замены всех DESIGN/TBD полей точным low-risk методом и независимой safety-проверки.","3","ANY_SAFE_PERIOD","records/science/SCI-ELEC-17/YYYY-MM-DD/","PSP-081|PSP-118","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-177","SCI-COMP-01","COMP","Практическая проверка: Архитектура компьютера и представление данных","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Архитектура компьютера и представление данных».","SCI-METH-01|SCI-METH-07|SCI-METH-14|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для воспроизводимый файл/тест должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить разбор пути данные–память–процессор–вывод; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","разбор пути данные–память–процессор–вывод","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-COMP-01/YYYY-MM-DD/","PSP-020|PSP-071","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-178","SCI-COMP-02","COMP","Практическая проверка: Операционные системы и Linux","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Операционные системы и Linux».","SCI-COMP-01|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для воспроизводимый файл/тест должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить установка в изолированную виртуальную машину; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","установка в изолированную виртуальную машину","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-COMP-02/YYYY-MM-DD/","PSP-071|PSP-075","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-179","SCI-COMP-03","COMP","Практическая проверка: Файловые системы, права и контроль целостности","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Файловые системы, права и контроль целостности».","SCI-COMP-02|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для воспроизводимый файл/тест должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить создание/проверка hash и тест восстановления; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","создание/проверка hash и тест восстановления","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-COMP-03/YYYY-MM-DD/","PSP-071|PSP-120","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
"PRJ-180","SCI-COMP-04","COMP","Практическая проверка: Командная строка и автоматизация","OBSERVATION_DATA_OR_CALCULATION","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Командная строка и автоматизация».","SCI-COMP-03|SCI-METH-13|право остановить опыт|инструкция оборудования","TBD_NON_EXECUTABLE: точные item/model/material/range/PPE для воспроизводимый файл/тест должны быть утверждены до начала","Сформулировать вопрос; записать метод и единицы; выполнить идемпотентный безопасный скрипт в тестовом каталоге; сохранить сырые данные; повторить; оценить неопределённость; сделать ограниченный вывод.","идемпотентный безопасный скрипт в тестовом каталоге","SI или явно названный стандарт","TBD_BEFORE_EXECUTION_FROM_EXACT_METHOD: диапазон/критерий фиксируется до результата; post-hoc подгонка запрещена.","сырые данные + фото/скриншот при допустимости + расчёт + uncertainty + подпись reviewer + hash пакета","2","TBD_METHOD_SPECIFIC: range/resolution/bias/repeat spread/operator effects утверждаются до execution","Не переносить вывод за пределы данных; не собирать персональные/чувствительные данные без законного основания и согласия.","STOP при неясных правах, происхождении данных, этическом конфликте или невозможности сохранить исходные данные.","TBD_ITEM_SPECIFIC_AND_LOCAL: пока маршрут отходов не утверждён, физическое выполнение блокировано.","S0_OBSERVE_READ","Самостоятельно после проверки источника; опасное действие из текста не выполняется.","3","ANY_SAFE_PERIOD","records/science/SCI-COMP-04/YYYY-MM-DD/","PSP-074|PSP-073","PROVISIONAL_TOPIC_CANDIDATES_NOT_METHOD_REVIEWED","BLOCKED_UNTIL_EXACT_METHOD_SOURCE_SAFETY_AND_LOCAL_REVIEW","DESIGN_ONLY_NOT_EXECUTED","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","0.4"
