"domain_id","group_code","group_title_ru","domain_title_ru","practical_outcome","minimum_demonstration","primary_measure","unit_or_standard","safety_class","safety_definition","prerequisite_domains","offline_package_target","practical_project_target","successor_proof","implementation_state","release_version"
"SCI-AGRI-08","AGRI","Сельское хозяйство, вода и пища","Питательность почвы и безопасное внесение","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Питательность почвы и безопасное внесение».","решение по лабораторному анализу и этикетке; без самодельной химии","урожай/вода/почва","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-AGRI-07|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-AGRI-09","AGRI","Сельское хозяйство, вода и пища","Интегрированная защита растений","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Интегрированная защита растений».","порог наблюдения, идентификация и минимальное законное вмешательство","урожай/вода/почва","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-AGRI-08|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-AGRI-10","AGRI","Сельское хозяйство, вода и пища","Болезни растений и карантин","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Болезни растений и карантин».","фото, изоляция, очистка инструмента и обращение к официальной службе","урожай/вода/почва","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-AGRI-09|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-AGRI-11","AGRI","Сельское хозяйство, вода и пища","Теплица, вентиляция и микроклимат","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Теплица, вентиляция и микроклимат».","температура/влажность и безопасный режим вентиляции","урожай/вода/почва","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-AGRI-10|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-AGRI-12","AGRI","Сельское хозяйство, вода и пища","Лес, агролесоводство и пожарный интерфейс","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Лес, агролесоводство и пожарный интерфейс».","карта топлива и легальная профилактика без самостоятельного огня","урожай/вода/почва","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-AGRI-11|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-AGRI-13","AGRI","Сельское хозяйство, вода и пища","Содержание животных и welfare","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Содержание животных и welfare».","вода, корм, поведение, укрытие и вызов ветеринара","урожай/вода/почва","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-AGRI-12|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-AGRI-14","AGRI","Сельское хозяйство, вода и пища","Пастбище, корм и хранение","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Пастбище, корм и хранение».","инвентарный баланс и признаки порчи без кормления сомнительным материалом","урожай/вода/почва","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-AGRI-13|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-AGRI-15","AGRI","Сельское хозяйство, вода и пища","Гигиена пищи, холодовая цепь и прослеживаемость","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Гигиена пищи, холодовая цепь и прослеживаемость».","температурный журнал и lot trace","урожай/вода/почва","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-AGRI-14|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-AGRI-16","AGRI","Сельское хозяйство, вода и пища","Консервирование только по валидированному процессу","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Консервирование только по валидированному процессу».","следование официальному рецепту; низкокислотные продукты без валидированного pressure-canning запрещены","урожай/вода/почва","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-AGRI-15|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-01","CIVIL","Строительство, вода и инфраструктура","Съёмка, уровни, координаты и исполнительная схема","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Съёмка, уровни, координаты и исполнительная схема».","замкнутый безопасный ход на участке","размер/состояние/поток","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-METH-01|SCI-METH-07|SCI-METH-14","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-02","CIVIL","Строительство, вода и инфраструктура","Технический чертёж, размеры и допуски","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Технический чертёж, размеры и допуски».","чертёж существующей безопасной детали","размер/состояние/поток","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CIVIL-01|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-03","CIVIL","Строительство, вода и инфраструктура","Строительная физика: тепло, воздух и влага","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Строительная физика: тепло, воздух и влага».","наблюдательный температурно-влажностный профиль","размер/состояние/поток","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CIVIL-02|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-04","CIVIL","Строительство, вода и инфраструктура","Конденсация, сырость и плесень","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Конденсация, сырость и плесень».","неинвазивная карта условий; опасное/обширное поражение — специалист","размер/состояние/поток","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CIVIL-03|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-05","CIVIL","Строительство, вода и инфраструктура","Нагрузки, путь передачи сил и устойчивость","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Нагрузки, путь передачи сил и устойчивость».","анализ схемы; изменение несущих конструкций запрещено","размер/состояние/поток","SI или явно названный стандарт","S3_LICENSED_PROFESSIONAL","Только квалифицированный/лицензированный специалист в подходящей среде и по действующим нормам.","SCI-CIVIL-04|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-06","CIVIL","Строительство, вода и инфраструктура","Грунты, фундаменты и склоновые риски","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Грунты, фундаменты и склоновые риски».","чтение инженерного отчёта; раскопки/укрепления — специалист","размер/состояние/поток","SI или явно названный стандарт","S3_LICENSED_PROFESSIONAL","Только квалифицированный/лицензированный специалист в подходящей среде и по действующим нормам.","SCI-CIVIL-05|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-07","CIVIL","Строительство, вода и инфраструктура","Водоснабжение, давление и защита от обратного тока","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Водоснабжение, давление и защита от обратного тока».","схема и визуальный аудит; изменение сети — по закону","размер/состояние/поток","SI или явно названный стандарт","S3_LICENSED_PROFESSIONAL","Только квалифицированный/лицензированный специалист в подходящей среде и по действующим нормам.","SCI-CIVIL-06|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-08","CIVIL","Строительство, вода и инфраструктура","Санитария, туалеты и безопасное разделение потоков","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Санитария, туалеты и безопасное разделение потоков».","план потоков и санитарный аудит","размер/состояние/поток","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-CIVIL-07|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-09","CIVIL","Строительство, вода и инфраструктура","Сточные воды и очистка","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Сточные воды и очистка».","только схема/контроль; вход в колодцы и контакт со стоками запрещены","размер/состояние/поток","SI или явно названный стандарт","S4_REFERENCE_ONLY_PROHIBITED_HOUSEHOLD","Только справочное знание и распознавание опасности; бытовое выполнение запрещено.","SCI-CIVIL-08|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-10","CIVIL","Строительство, вода и инфраструктура","Дренаж, ливневый сток и паводковая устойчивость","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Дренаж, ливневый сток и паводковая устойчивость».","наблюдение безопасного дождя и карта путей воды","размер/состояние/поток","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-CIVIL-09|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-11","CIVIL","Строительство, вода и инфраструктура","Пожарная безопасность, эвакуация и compartmentation","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Пожарная безопасность, эвакуация и compartmentation».","аудит выхода/детектора; испытания огнём запрещены","размер/состояние/поток","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-CIVIL-10|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-12","CIVIL","Строительство, вода и инфраструктура","Вентиляция, отопление и качество воздуха","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Вентиляция, отопление и качество воздуха».","измерительный аудит без вмешательства в газ/дымоход","размер/состояние/поток","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-CIVIL-11|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-13","CIVIL","Строительство, вода и инфраструктура","Сантехника, арматура и обнаружение утечек","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Сантехника, арматура и обнаружение утечек».","безопасная визуальная проверка и изоляция по инструкции","размер/состояние/поток","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-CIVIL-12|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-14","CIVIL","Строительство, вода и инфраструктура","Дороги, мосты и транспортные сооружения","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Дороги, мосты и транспортные сооружения».","визуальное распознавание дефекта без заключения о безопасности","размер/состояние/поток","SI или явно названный стандарт","S3_LICENSED_PROFESSIONAL","Только квалифицированный/лицензированный специалист в подходящей среде и по действующим нормам.","SCI-CIVIL-13|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-15","CIVIL","Строительство, вода и инфраструктура","Строительные материалы и неразрушающий контроль","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Строительные материалы и неразрушающий контроль».","документированный осмотр без разрушительного испытания","размер/состояние/поток","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-CIVIL-14|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-CIVIL-16","CIVIL","Строительство, вода и инфраструктура","Плановое обслуживание и журнал здания","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Плановое обслуживание и журнал здания».","паспорт узла, интервал, дефект и эскалация","размер/состояние/поток","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-CIVIL-15|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-01","MECH","Механика, производство и ремонт","Ручной инструмент, подбор и безопасная работа","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Ручной инструмент, подбор и безопасная работа».","предпусковой осмотр и низкорисковая учебная операция","размер/сила/состояние","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-METH-01|SCI-METH-07|SCI-METH-14","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-02","MECH","Механика, производство и ремонт","Линейные/угловые измерения и допуски","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Линейные/угловые измерения и допуски».","три повтора штангенциркулем/линейкой на безопасной детали","размер/сила/состояние","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-MECH-01|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-03","MECH","Механика, производство и ремонт","Резьба, крепёж, момент и фиксация","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Резьба, крепёж, момент и фиксация».","идентификация и сборка учебного соединения по спецификации","размер/сила/состояние","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-MECH-02|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-04","MECH","Механика, производство и ремонт","Механизмы, рычаги, передачи и кинематика","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Механизмы, рычаги, передачи и кинематика».","настольная безопасная модель","размер/сила/состояние","SI или явно названный стандарт","S1_LOW_RISK_HOUSEHOLD","Низкорисковая бытовая практика только с заранее названными обычными материалами; для электричества — изолированный защищённый источник с заранее ограниченными током, энергией и температурой; СИЗ и стоп-условие заданы до начала.","SCI-MECH-03|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-05","MECH","Механика, производство и ремонт","Валы, муфты, цепи, ремни и ограждения","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Валы, муфты, цепи, ремни и ограждения».","осмотр отключённой учебной системы; lockout обязателен","размер/сила/состояние","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-MECH-04|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-06","MECH","Механика, производство и ремонт","Насосы, кавитация и рабочая точка","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Насосы, кавитация и рабочая точка».","измерение маломощного водяного насоса","размер/сила/состояние","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-MECH-05|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-07","MECH","Механика, производство и ремонт","Клапаны, уплотнения и утечки","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Клапаны, уплотнения и утечки».","осмотр безопасной разгерметизированной водной системы","размер/сила/состояние","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-MECH-06|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-08","MECH","Механика, производство и ремонт","Подшипники, смазка и загрязнение","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Подшипники, смазка и загрязнение».","журнал состояния отключённого узла","размер/сила/состояние","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-MECH-07|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-09","MECH","Механика, производство и ремонт","Велосипед: осмотр, тормоза и привод","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Велосипед: осмотр, тормоза и привод».","контрольный чек после обучения; дорожный тест в безопасной зоне","размер/сила/состояние","SI или явно названный стандарт","S2_TRAINED_SUPERVISED","Только после обучения и под компетентным надзором; бытовая самостоятельная импровизация запрещена.","SCI-MECH-08|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-10","MECH","Механика, производство и ремонт","Двигатели внутреннего сгорания и выхлоп","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Двигатели внутреннего сгорания и выхлоп».","только устройство и сервисная документация; работа в помещении запрещена","размер/сила/состояние","SI или явно названный стандарт","S3_LICENSED_PROFESSIONAL","Только квалифицированный/лицензированный специалист в подходящей среде и по действующим нормам.","SCI-MECH-09|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
"SCI-MECH-11","MECH","Механика, производство и ремонт","Холодильный контур и тепловой насос","Объяснить базовую модель, выполнить допустимую для класса риска проверку и документировать пределы по теме «Холодильный контур и тепловой насос».","наблюдение температур; хладагент/давление — специалист","размер/сила/состояние","SI или явно названный стандарт","S3_LICENSED_PROFESSIONAL","Только квалифицированный/лицензированный специалист в подходящей среде и по действующим нормам.","SCI-MECH-10|SCI-METH-13","1","1","Новый участник находит источник офлайн, объясняет границы, повторяет допустимую процедуру и получает результат в заранее заданном допуске.","FRAMEWORK_ONLY_NOT_TRAINED","0.4"
